periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 747A_Cycle Beads Dispensed,MOH 747A_DMPA-IM Dispensed,MOH 747A_DMPA-SC Dispensed,MOH 747A_Emergency Contraceptive pills Dispensed,MOH 747A_Female Condoms Dispensed,MOH 747A_Hormonal IUCD Dispensed,MOH 747A_Implant (2-Rod) – LNG 75mg (5 years) Dispensed,MOH 747A_Implants (1-Rod) – ENG 68mg Dispensed,MOH 747A_Implants (2-Rod) - LNG 75mg (3 years) Dispensed,MOH 747A_Male Condoms Dispensed,MOH 747A_Non-Hormonal IUCD Dispensed,MOH 747A_Others Dispensed,MOH 747A_Progestin only pills Dispensed,MOH 747A_Combined Oral contraceptive Pills Dispensed
202005,May-20,202005,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,9827,,87,1897,,835,652,,23904,55,,288,2976
202005,May-20,202005,,N7YETT3A9r1,Kwale County,KE_County_2,,1,5123,,25,100,,328,2127,,29256,4,,207,1789
202005,May-20,202005,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1,2324,,55,18,,296,120,,29490,313,,490,2033
202005,May-20,202005,,NjWSbQTwys4,Lamu County,KE_County_5,,,825,,2,,,44,7,,3230,145,,47,724
202005,May-20,202005,,yhCUgGcCcOo,Machakos County,KE_County_16,,4,9274,,134,,,309,131,,31844,280,6,922,6205
202005,May-20,202005,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2,8617,,30,21,,362,742,,37143,571,,357,1728
202005,May-20,202005,,R6f9znhg37c,Mandera County,KE_County_9,,2,87,,48,,,48,3,,5511,,,74,204
202005,May-20,202005,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,440,,21,4,,25,65,,11965,508,,75,688
202005,May-20,202005,,JsH2bnvNt2d,Tana River County,KE_County_4,,,413,,,,,34,47,,5025,11,18,29,206
202005,May-20,202005,,XWALbfAPa6n,West Pokot County,KE_County_24,,2,1793,,,5,,385,38,,8833,11,,40,516
202005,May-20,202005,,CeLsrJOH0g9,Wajir County,KE_County_8,,,283,,,,,31,22,,2244,,,114,444
202005,May-20,202005,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,1978,,16,1,,772,185,,40218,92,80,67,1027
202005,May-20,202005,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,12,8488,,23,176,,864,414,,57920,368,,774,3152
202005,May-20,202005,,kphDeKClFch,Turkana County,KE_County_23,,47,1627,,137,626,,49,328,,51358,449,10,98,546
202005,May-20,202005,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,4185,,74,190,,2287,181,,54592,218,146,226,1813
202005,May-20,202005,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3977,,10,334,,218,106,,45297,93,,590,1646
202005,May-20,202005,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1,2557,,20,14,,117,47,,79504,1232,,23,1624
202005,May-20,202005,,u4t9H8XyU9P,Siaya County,KE_County_41,,1,4991,,32,2007,,1365,444,,102639,180,,146,1511
202005,May-20,202005,,o36zCRjSd4G,Samburu County,KE_County_25,,,917,,22,3,,86,93,,480,3,,38,197
202005,May-20,202005,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1,4120,,137,378,,376,140,,33052,758,,1214,5144
202005,May-20,202005,,mYZacFNIB3h,Nyandarua County,KE_County_18,,3,3733,,46,70,,63,203,,14896,826,,799,2777
202005,May-20,202005,,uepLTG8wGWJ,Nyamira County,KE_County_46,,6,5133,,25,454,,468,1084,,77938,171,29,268,1364
202005,May-20,202005,,kqJ83J2D72s,Narok County,KE_County_33,,,4236,,136,93,,445,328,,31300,64,,162,646
202005,May-20,202005,,t0J75eHKxz5,Nandi County,KE_County_29,,,5726,,2060,111,,486,281,,76384,98,,274,1306
202005,May-20,202005,,Y52XNJ50hYb,Meru County,KE_County_12,,5,7369,,51,651,,719,210,,58605,420,29,1245,6587
202005,May-20,202005,,fVra3Pwta0Q,Migori County,KE_County_44,,31,5446,,29,1518,,2485,3327,,195266,899,145,252,2051
202005,May-20,202005,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3,3115,,19,578,,661,221,,10097,164,627,730,2005
202005,May-20,202005,,ahwTMNAJvrL,Muranga County,KE_County_21,,,3967,,53,72,,487,133,,11526,136,,951,4168
202005,May-20,202005,,jkG3zaihdSs,Nairobi County,KE_County_47,,33,17328,,360,4293,,2592,1182,,346050,1560,1,5354,16293
202005,May-20,202005,,ob6SxuRcqU4,Nakuru County,KE_County_32,,12,12499,,445,1210,,2086,493,,421472,781,,1905,6968
202006,Jun-20,202006,,vvOK1BxTbet,Baringo County,KE_County_30,,,2378,,30,4,,399,111,,43898,648,,173,913
202006,Jun-20,202006,,HMNARUV2CW4,Bomet County,KE_County_36,,,6912,,10,2,,248,572,,31613,510,,122,1454
202006,Jun-20,202006,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3,11933,,97,4493,,2182,658,,190596,283,2,486,3064
202006,Jun-20,202006,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1,4264,,3,432,,758,793,,28094,75,,785,2057
202006,Jun-20,202006,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,13,2314,,94,21,,413,108,,39242,112,,79,1634
202006,Jun-20,202006,,PFu8alU2KWG,Embu County,KE_County_14,,,4927,,23,89,,642,63,,13368,131,18,982,4027
202006,Jun-20,202006,,uyOrcHZBpW0,Garissa County,KE_County_7,,4,930,,2,,,75,60,,8546,15,,135,348
202006,Jun-20,202006,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,14,8870,,552,4223,,3763,995,,151307,261,,616,1549
202006,Jun-20,202006,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,744,,16,105,,64,55,,8244,7,,43,224
202006,Jun-20,202006,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,7,6737,,142,142,,588,270,,21672,299,,776,2983
202006,Jun-20,202006,,BjC1xL40gHo,Kakamega County,KE_County_37,,9,6354,,257,475,,2520,937,,125242,354,4389,724,5212
202006,Jun-20,202006,,ihZsJ8alvtb,Kericho County,KE_County_35,,6,3362,,20,52,,168,181,,83361,54,,225,1016
202006,Jun-20,202006,,qKzosKQPl6G,Kiambu County,KE_County_22,,6,7856,,372,212,,1567,692,,48802,1680,64,4664,7782
202006,Jun-20,202006,,nrI2khZx3d0,Kilifi County,KE_County_3,,4,11301,,103,1626,,2650,652,,231814,415,115,739,5074
202006,Jun-20,202006,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3,3899,,48,174,,607,19,,8715,245,23,1452,5697
202006,Jun-20,202006,,sPkRcDvhGWA,Kisii County,KE_County_45,,,5416,,72,30,,1366,721,,96744,154,64,412,1619
202006,Jun-20,202006,,tAbBVBbueqD,Kisumu County,KE_County_42,,,3882,,31,178,,962,700,,240612,440,19,698,2104
202006,Jun-20,202006,,j8o6iO4Njsi,Kitui County,KE_County_15,,,10723,,98,119,,1184,669,,27391,115,,362,2666
202006,Jun-20,202006,,N7YETT3A9r1,Kwale County,KE_County_2,,8,6622,,5,600,,259,883,,27069,27,,429,1522
202006,Jun-20,202006,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2423,,11,11,,266,113,,19999,80,,593,2114
202006,Jun-20,202006,,NjWSbQTwys4,Lamu County,KE_County_5,,,960,,2,51,,80,7,,9332,12,,144,638
202006,Jun-20,202006,,yhCUgGcCcOo,Machakos County,KE_County_16,,6,10657,,179,190,,235,204,,71958,107,2,1158,6624
202006,Jun-20,202006,,BoDytkJQ4Qi,Makueni County,KE_County_17,,4,8930,,43,19,,279,977,,28131,67,14,494,2426
202006,Jun-20,202006,,R6f9znhg37c,Mandera County,KE_County_9,,6,63,,8,,,35,4,,445,2,,42,253
202006,Jun-20,202006,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,701,,20,490,,84,124,,28058,1251,,80,696
202006,Jun-20,202006,,JsH2bnvNt2d,Tana River County,KE_County_4,,1,536,,,,,56,67,,6236,11,37,29,130
202006,Jun-20,202006,,XWALbfAPa6n,West Pokot County,KE_County_24,,7,1518,,126,10,,245,446,,18492,16,,268,345
202006,Jun-20,202006,,CeLsrJOH0g9,Wajir County,KE_County_8,,,337,,,,,32,8,,6921,4,,231,920
202006,Jun-20,202006,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,1884,,7,68,,812,296,,66032,211,135,122,1214
202006,Jun-20,202006,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,20,8550,,18,189,,729,593,,62101,892,,772,3742
202006,Jun-20,202006,,kphDeKClFch,Turkana County,KE_County_23,,23,1631,,283,2263,,90,319,,26821,202,20,79,835
202006,Jun-20,202006,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,4645,,43,163,,1743,296,,54603,1358,281,216,2147
202006,Jun-20,202006,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4434,,24,27,,204,63,,34582,73,,605,1920
202006,Jun-20,202006,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,2,1866,,14,100,,235,16,,10630,56,,273,1007
202006,Jun-20,202006,,u4t9H8XyU9P,Siaya County,KE_County_41,,3,5266,,9,373,,1206,383,,120693,210,,193,7690
202006,Jun-20,202006,,o36zCRjSd4G,Samburu County,KE_County_25,,1,1167,,48,12,,77,164,,1287,4,,64,269
202006,Jun-20,202006,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,4463,,144,528,,398,274,,31078,298,,1126,5582
202006,Jun-20,202006,,mYZacFNIB3h,Nyandarua County,KE_County_18,,3,3970,,630,45,,73,114,,14243,174,,846,2604
202006,Jun-20,202006,,uepLTG8wGWJ,Nyamira County,KE_County_46,,3,6097,,23,399,,702,1360,,81003,173,48,350,1659
202006,Jun-20,202006,,kqJ83J2D72s,Narok County,KE_County_33,,2,4874,,160,96,,530,899,,24969,1225,,103,753
202006,Jun-20,202006,,t0J75eHKxz5,Nandi County,KE_County_29,,,5906,,554,65,,458,204,,83041,18,,290,1544
202006,Jun-20,202006,,Y52XNJ50hYb,Meru County,KE_County_12,,6,7770,,798,423,,813,823,,50927,510,,1610,4393
202006,Jun-20,202006,,fVra3Pwta0Q,Migori County,KE_County_44,,56,5832,,30,1803,,2664,3604,,175543,896,133,284,2337
202006,Jun-20,202006,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3,3585,,16,363,,976,508,,20348,202,1319,1073,2816
202006,Jun-20,202006,,ahwTMNAJvrL,Muranga County,KE_County_21,,,4162,,57,35,,630,129,,7792,206,,1164,4268
202006,Jun-20,202006,,jkG3zaihdSs,Nairobi County,KE_County_47,,138,18400,,319,13792,,3026,764,,352842,1616,1,5484,16378
202006,Jun-20,202006,,ob6SxuRcqU4,Nakuru County,KE_County_32,,10,13236,,366,1620,,1919,1055,,316695,1554,,1797,8521
202007,Jul-20,202007,,vvOK1BxTbet,Baringo County,KE_County_30,,2,2451,,44,109,,397,107,,48143,182,,275,1261
202007,Jul-20,202007,,HMNARUV2CW4,Bomet County,KE_County_36,,,9084,,16,12,,216,869,,36525,20,,149,791
202007,Jul-20,202007,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4,12783,,151,474,,1539,1587,,198873,121,16,629,2953
202007,Jul-20,202007,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,3969,,1,179,,573,1445,,33457,117,1,457,1994
202007,Jul-20,202007,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,13,2654,,62,14,,412,114,,44369,76,,26,1145
202007,Jul-20,202007,,PFu8alU2KWG,Embu County,KE_County_14,,,5155,,17,1119,,552,424,,21068,162,49,1031,4209
202007,Jul-20,202007,,uyOrcHZBpW0,Garissa County,KE_County_7,,2,406,,,,,66,33,,4632,26,8,277,217
202007,Jul-20,202007,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,18,8777,,51,2604,,2516,1509,,158199,395,,592,1748
202007,Jul-20,202007,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,753,,1,110,,71,39,,12032,6,,74,274
202007,Jul-20,202007,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,7086,,132,156,,526,826,,30112,231,,1036,2685
202007,Jul-20,202007,,BjC1xL40gHo,Kakamega County,KE_County_37,,2,7891,,254,173,,2059,3033,,306483,295,4504,568,5424
202007,Jul-20,202007,,ihZsJ8alvtb,Kericho County,KE_County_35,,,3573,,12,944,,95,343,,36605,26,,184,1679
202007,Jul-20,202007,,qKzosKQPl6G,Kiambu County,KE_County_22,,6,7730,,357,141,,1433,1141,,34222,1308,110,3620,7964
202007,Jul-20,202007,,nrI2khZx3d0,Kilifi County,KE_County_3,,11,10736,,105,570,,1565,1740,,93394,168,66,583,3702
202007,Jul-20,202007,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4354,,76,667,,466,128,,12743,688,7,1459,6728
202007,Jul-20,202007,,sPkRcDvhGWA,Kisii County,KE_County_45,,3,5316,,78,133,,946,1077,,88512,165,66,317,1405
202007,Jul-20,202007,,tAbBVBbueqD,Kisumu County,KE_County_42,,40,6576,,59,1574,,1603,1772,,106045,497,8,945,4432
202007,Jul-20,202007,,j8o6iO4Njsi,Kitui County,KE_County_15,,,11493,,100,11,,1103,587,,22914,115,,461,2985
202007,Jul-20,202007,,N7YETT3A9r1,Kwale County,KE_County_2,,,7264,,7,330,,142,937,,33939,23,,436,1550
202007,Jul-20,202007,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2542,,2,50,,365,186,,28205,144,,464,1971
202007,Jul-20,202007,,NjWSbQTwys4,Lamu County,KE_County_5,,,921,,2,,,107,54,,7839,3,,104,774
202007,Jul-20,202007,,yhCUgGcCcOo,Machakos County,KE_County_16,,10,9647,,146,110,,159,1071,,79744,306,2,1557,7660
202007,Jul-20,202007,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,9084,,33,309,,176,901,,28309,289,118,300,2403
202007,Jul-20,202007,,R6f9znhg37c,Mandera County,KE_County_9,,5,51,,4,,,4,3,,531,,,55,217
202007,Jul-20,202007,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,600,,19,6,,119,51,,18043,13,,21,391
202007,Jul-20,202007,,JsH2bnvNt2d,Tana River County,KE_County_4,,,599,,1,,,58,142,,8802,5,29,66,223
202007,Jul-20,202007,,XWALbfAPa6n,West Pokot County,KE_County_24,,4,1761,,,310,,203,482,,14236,9,,225,1020
202007,Jul-20,202007,,CeLsrJOH0g9,Wajir County,KE_County_8,,,386,,,,,41,21,,3592,3,,81,681
202007,Jul-20,202007,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2143,,9,,,767,627,,64096,144,202,430,1102
202007,Jul-20,202007,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,23,8307,,50,177,,678,1589,,137131,770,28,712,3728
202007,Jul-20,202007,,kphDeKClFch,Turkana County,KE_County_23,,25,1769,,286,702,,56,381,,24775,6,40,54,981
202007,Jul-20,202007,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,4704,,25,442,,1329,1353,,68071,87,285,148,2119
202007,Jul-20,202007,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3073,,25,43,,94,64,,18584,76,,574,2070
202007,Jul-20,202007,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,1995,,21,35,,134,16,,14981,356,,75,624
202007,Jul-20,202007,,u4t9H8XyU9P,Siaya County,KE_County_41,,189,5415,,17,148,,976,1065,,135763,199,,180,1454
202007,Jul-20,202007,,o36zCRjSd4G,Samburu County,KE_County_25,,1,1696,,50,1,,46,220,,2670,5,,68,277
202007,Jul-20,202007,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1,4505,,149,145,,395,121,,22000,740,,1108,5175
202007,Jul-20,202007,,mYZacFNIB3h,Nyandarua County,KE_County_18,,8,3796,,44,18,,83,101,,19604,588,,675,2771
202007,Jul-20,202007,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,6773,,56,539,,480,1382,,83199,214,17,380,2429
202007,Jul-20,202007,,kqJ83J2D72s,Narok County,KE_County_33,,32,5089,,120,154,,466,1349,,55243,117,,115,757
202007,Jul-20,202007,,t0J75eHKxz5,Nandi County,KE_County_29,,2,6448,,68,80,,482,547,,89210,31,,237,1790
202007,Jul-20,202007,,Y52XNJ50hYb,Meru County,KE_County_12,,2,6636,,126,162,,599,1463,,69271,682,15,1516,3113
202007,Jul-20,202007,,fVra3Pwta0Q,Migori County,KE_County_44,,7,5800,,121,2061,,2524,4359,,183295,899,45,319,2749
202007,Jul-20,202007,,wsBsC6gjHvn,Mombasa County,KE_County_1,,7,4227,,49,293,,689,1411,,8004,322,1315,736,2828
202007,Jul-20,202007,,ahwTMNAJvrL,Muranga County,KE_County_21,,,4560,,19,35,,520,331,,8616,213,,1483,5185
202007,Jul-20,202007,,jkG3zaihdSs,Nairobi County,KE_County_47,,23,16156,,307,6280,,2351,1482,,331630,1303,24,5813,15969
202007,Jul-20,202007,,ob6SxuRcqU4,Nakuru County,KE_County_32,,25,15677,,319,2104,,1831,1394,,390669,856,18,2725,9223
202008,Aug-20,202008,,vvOK1BxTbet,Baringo County,KE_County_30,,,2600,,59,23,,263,443,,43898,45,,179,1039
202008,Aug-20,202008,,HMNARUV2CW4,Bomet County,KE_County_36,,12,6914,,10,,,242,820,,45806,15,,165,1328
202008,Aug-20,202008,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1,11705,,116,908,,1457,673,,195277,101,2,839,2419
202008,Aug-20,202008,,Tvf1zgVZ0K4,Busia County,KE_County_40,,6,3902,,6,6,,981,1603,,28123,119,,260,1737
202008,Aug-20,202008,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,12,2472,,100,12,,200,507,,47197,1504,,38,1476
202008,Aug-20,202008,,PFu8alU2KWG,Embu County,KE_County_14,,,4628,,30,127,,464,376,,12451,284,10,935,3712
202008,Aug-20,202008,,uyOrcHZBpW0,Garissa County,KE_County_7,,182,1431,,4,,,51,79,,4868,30,,685,422
202008,Aug-20,202008,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1,4347,,8098,690,,1052,817,,59976,129,,391,893
202008,Aug-20,202008,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,731,,8,200,,44,162,,9506,16,,16,199
202008,Aug-20,202008,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,6347,,133,68,,618,851,,27995,322,15,943,2587
202008,Aug-20,202008,,BjC1xL40gHo,Kakamega County,KE_County_37,,116,8222,,150,120,,1712,2871,,186096,273,3965,616,5153
202008,Aug-20,202008,,ihZsJ8alvtb,Kericho County,KE_County_35,,,3773,,22,216,,130,733,,33750,65,,223,1316
202008,Aug-20,202008,,qKzosKQPl6G,Kiambu County,KE_County_22,,101,7853,,298,383,,1221,1142,,34721,973,46,3990,7950
202008,Aug-20,202008,,nrI2khZx3d0,Kilifi County,KE_County_3,,7,11028,,99,376,,1539,1872,,95582,445,21,577,3920
202008,Aug-20,202008,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,3996,,74,306,,418,109,,9373,169,,1490,6303
202008,Aug-20,202008,,sPkRcDvhGWA,Kisii County,KE_County_45,,,5248,,103,162,,853,1638,,107143,153,55,310,1338
202008,Aug-20,202008,,tAbBVBbueqD,Kisumu County,KE_County_42,,9,5850,,93,530,,1054,1432,,62435,254,7,807,3108
202008,Aug-20,202008,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,7352,,64,50,,769,487,,19836,44,,282,1565
202008,Aug-20,202008,,N7YETT3A9r1,Kwale County,KE_County_2,,2,6480,,90,300,,856,1085,,25462,14,,621,2642
202008,Aug-20,202008,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2198,,12,285,,271,156,,28534,124,,394,1557
202008,Aug-20,202008,,NjWSbQTwys4,Lamu County,KE_County_5,,,1658,,2,,,56,59,,8842,10,,341,556
202008,Aug-20,202008,,yhCUgGcCcOo,Machakos County,KE_County_16,,2,6133,,190,126,,332,1080,,26561,174,,1341,7717
202008,Aug-20,202008,,BoDytkJQ4Qi,Makueni County,KE_County_17,,33,8659,,27,884,,234,537,,25080,455,123,372,2028
202008,Aug-20,202008,,R6f9znhg37c,Mandera County,KE_County_9,,15,111,,51,,,48,5,,2210,,,83,262
202008,Aug-20,202008,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,578,,160,374,,108,141,,17906,7,,45,1312
202008,Aug-20,202008,,JsH2bnvNt2d,Tana River County,KE_County_4,,1,592,,7,,,74,145,,6789,21,4,454,427
202008,Aug-20,202008,,XWALbfAPa6n,West Pokot County,KE_County_24,,2,1807,,,25,,148,670,,13084,3,,56,781
202008,Aug-20,202008,,CeLsrJOH0g9,Wajir County,KE_County_8,,8,417,,2,,,17,96,,2831,2,,143,854
202008,Aug-20,202008,,sANMZ3lpqGs,Vihiga County,KE_County_38,,200,1818,,8,,,680,646,,46283,128,134,88,837
202008,Aug-20,202008,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,29,8016,,25,93,,807,1300,,57085,318,,889,4670
202008,Aug-20,202008,,kphDeKClFch,Turkana County,KE_County_23,,19,1446,,128,667,,27,443,,29687,21,15,204,666
202008,Aug-20,202008,,mThvosEflAU,Trans Nzoia County,KE_County_26,,13,4945,,24,67,,898,1337,,64574,61,875,301,2223
202008,Aug-20,202008,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3078,,3,96,,236,3,,24137,120,,350,1491
202008,Aug-20,202008,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2353,,22,31,,148,13,,17944,57,,67,1722
202008,Aug-20,202008,,u4t9H8XyU9P,Siaya County,KE_County_41,,7,5103,,20,187,,691,1140,,125584,164,,183,1587
202008,Aug-20,202008,,o36zCRjSd4G,Samburu County,KE_County_25,,1,1076,,38,6,,40,261,,1832,13,,42,302
202008,Aug-20,202008,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,4608,,141,448,,368,59,,46564,948,,1272,5607
202008,Aug-20,202008,,mYZacFNIB3h,Nyandarua County,KE_County_18,,6,3737,,61,27,,49,55,,15092,167,,578,3307
202008,Aug-20,202008,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,6485,,30,2729,,486,1404,,67204,152,11,408,1964
202008,Aug-20,202008,,kqJ83J2D72s,Narok County,KE_County_33,,,4935,,117,516,,353,1414,,61164,200,,113,825
202008,Aug-20,202008,,t0J75eHKxz5,Nandi County,KE_County_29,,,5796,,45,1955,,496,568,,61285,1032,,90,1273
202008,Aug-20,202008,,Y52XNJ50hYb,Meru County,KE_County_12,,19,9050,,78,294,,660,913,,56702,211,,1327,3680
202008,Aug-20,202008,,fVra3Pwta0Q,Migori County,KE_County_44,,20,5634,,32,1145,,2763,3596,,233449,860,94,271,3392
202008,Aug-20,202008,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3,4209,,33,242,,564,1681,,13360,297,620,642,2668
202008,Aug-20,202008,,ahwTMNAJvrL,Muranga County,KE_County_21,,,4419,,39,2045,,511,304,,9519,210,,1517,6271
202008,Aug-20,202008,,jkG3zaihdSs,Nairobi County,KE_County_47,,30,15290,,312,18286,,2158,1305,,865250,1531,9,6096,15383
202008,Aug-20,202008,,ob6SxuRcqU4,Nakuru County,KE_County_32,,22,13972,,426,4029,,1900,1735,,344970,931,,2389,7863
202009,Sep-20,202009,,vvOK1BxTbet,Baringo County,KE_County_30,,,1780,,24,2,,190,470,,32020,49,,194,988
202009,Sep-20,202009,,HMNARUV2CW4,Bomet County,KE_County_36,,,6628,,19,29,,166,625,,42242,7,,389,1288
202009,Sep-20,202009,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1,11209,,109,778,,1156,713,,748403,1572,,666,2809
202009,Sep-20,202009,,Tvf1zgVZ0K4,Busia County,KE_County_40,,3,4132,,,21,,907,1413,,23798,114,,277,1917
202009,Sep-20,202009,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,11,2517,,113,24,,274,669,,41239,12,,147,1141
202009,Sep-20,202009,,PFu8alU2KWG,Embu County,KE_County_14,,,3479,,31,72,,284,213,,10627,109,,759,2545
202009,Sep-20,202009,,uyOrcHZBpW0,Garissa County,KE_County_7,,381,3920,,6,30,,37,73,,5266,11,,281,243
202009,Sep-20,202009,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,71,8574,,43,3106,,1581,1501,,137236,332,,594,1670
202009,Sep-20,202009,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,795,,2,55,,42,208,,8930,11,,91,437
202009,Sep-20,202009,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1,6402,,92,386,,514,1013,,27928,546,,1180,2508
202009,Sep-20,202009,,BjC1xL40gHo,Kakamega County,KE_County_37,,7,9261,,126,321,,1867,2236,,117031,480,2946,1049,6697
202009,Sep-20,202009,,ihZsJ8alvtb,Kericho County,KE_County_35,,,4579,,16,810,,251,603,,35868,21,,104,1005
202009,Sep-20,202009,,qKzosKQPl6G,Kiambu County,KE_County_22,,6,5847,,321,294,,920,779,,32445,693,29,2950,5969
202009,Sep-20,202009,,nrI2khZx3d0,Kilifi County,KE_County_3,,2,10575,,117,529,,1468,1566,,75315,230,3,787,4324
202009,Sep-20,202009,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4297,,88,132,,236,68,,11687,220,,1449,6873
202009,Sep-20,202009,,sPkRcDvhGWA,Kisii County,KE_County_45,,,4860,,67,1775,,1113,983,,138192,193,73,325,1226
202009,Sep-20,202009,,tAbBVBbueqD,Kisumu County,KE_County_42,,4,6138,,64,143,,1735,1532,,143284,322,5,1012,3026
202009,Sep-20,202009,,j8o6iO4Njsi,Kitui County,KE_County_15,,,5055,,69,583,,531,438,,10895,46,3,195,1270
202009,Sep-20,202009,,N7YETT3A9r1,Kwale County,KE_County_2,,1,7335,,12,250,,164,912,,24180,471,,470,2198
202009,Sep-20,202009,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2318,,15,4,,194,345,,11674,324,,410,2116
202009,Sep-20,202009,,NjWSbQTwys4,Lamu County,KE_County_5,,,920,,3,,,117,81,,4010,17,,91,615
202009,Sep-20,202009,,yhCUgGcCcOo,Machakos County,KE_County_16,,6,5182,,297,180,,359,732,,184129,215,4,1658,7484
202009,Sep-20,202009,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,6853,,46,38,,135,368,,21875,141,207,371,2054
202009,Sep-20,202009,,R6f9znhg37c,Mandera County,KE_County_9,,20,254,,6,,,26,106,,9121,25,,108,1788
202009,Sep-20,202009,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,543,,28,20,,103,110,,11996,3,,15,1349
202009,Sep-20,202009,,JsH2bnvNt2d,Tana River County,KE_County_4,,,508,,103,,,57,73,,25858,14,2,93,1431
202009,Sep-20,202009,,XWALbfAPa6n,West Pokot County,KE_County_24,,7,1514,,,6,,245,583,,17776,21,,43,573
202009,Sep-20,202009,,CeLsrJOH0g9,Wajir County,KE_County_8,,4,371,,,,,17,55,,3161,4,,135,644
202009,Sep-20,202009,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2474,,5,986,,645,723,,52422,109,2,184,1729
202009,Sep-20,202009,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,499,8054,,50,284,,926,1269,,83899,395,,727,4689
202009,Sep-20,202009,,kphDeKClFch,Turkana County,KE_County_23,,10,1768,,223,502,,62,456,,24262,10,82,50,792
202009,Sep-20,202009,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1,4616,,44,88,,928,1109,,61000,82,164,232,2060
202009,Sep-20,202009,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,3050,,17,126,,195,48,,24080,206,1,430,1626
202009,Sep-20,202009,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,3,3135,,22,15,,140,13,,24305,96,,874,1899
